Host	Symbiont
Mus_musculus_domesticus	g__TF01-11___Mus_musculus_domesticus___2422
Mus_musculus_domesticus	g__TF01-11___Mus_musculus_domesticus___2433
Mus_musculus_domesticus	g__TF01-11___Mus_musculus_domesticus___2441
Mus_musculus_domesticus	g__TF01-11___Mus_musculus_domesticus___2426
Mus_musculus_domesticus	g__TF01-11___Mus_musculus_domesticus___2428
Mus_musculus_domesticus	g__TF01-11___Mus_musculus_domesticus___2432
Mus_musculus_domesticus	g__TF01-11___Mus_musculus_domesticus___2427
Mus_musculus_domesticus	g__TF01-11___Mus_musculus_domesticus___2442
Mus_musculus_domesticus	g__TF01-11___Mus_musculus_domesticus___2429
Apodemus_agrarius	g__TF01-11___Apodemus_agrarius___2413
Mus_musculus_domesticus	g__TF01-11___Mus_musculus_domesticus___2430
Mus_musculus_domesticus	g__TF01-11___Mus_musculus_domesticus___2436
Mus_musculus_domesticus	g__TF01-11___Mus_musculus_domesticus___2439
Mus_musculus_domesticus	g__TF01-11___Mus_musculus_domesticus___2431
Mus_musculus_domesticus	g__TF01-11___Mus_musculus_domesticus___2425
Peromyscus_leucopus	g__TF01-11___Peromyscus_leucopus___2463
Peromyscus_polionotus	g__TF01-11___Peromyscus_polionotus___2465
Rattus_norvegicus	s__TF01-11_sp009774235___Rattus_norvegicus___201
Rattus_norvegicus	s__TF01-11_sp009774235___Rattus_norvegicus___202
Rattus_norvegicus	s__TF01-11_sp009774235___Rattus_norvegicus___203
Rattus_norvegicus	s__TF01-11_sp009774235___Rattus_norvegicus___204
Mus_musculus_domesticus	s__TF01-11_sp009774235___Mus_musculus_domesticus___198
Mus_musculus_domesticus	s__TF01-11_sp009774235___Mus_musculus_domesticus___195
Mus_musculus_domesticus	s__TF01-11_sp009774235___Mus_musculus_domesticus___199
Mus_musculus_domesticus	s__TF01-11_sp009774235___Mus_musculus_domesticus___196
Mus_musculus_domesticus	s__TF01-11_sp009774235___Mus_musculus_domesticus___197
Rattus_norvegicus	g__TF01-11___Rattus_norvegicus___2476
Rattus_norvegicus	g__TF01-11___Rattus_norvegicus___2480
Rattus_norvegicus	g__TF01-11___Rattus_norvegicus___2483
Peromyscus_eremicus	g__TF01-11___Peromyscus_eremicus___2462
Peromyscus_sonoriensis	g__TF01-11___Peromyscus_sonoriensis___2470
Peromyscus_polionotus	g__TF01-11___Peromyscus_polionotus___2466
Peromyscus_leucopus	g__TF01-11___Peromyscus_leucopus___2464
Peromyscus_polionotus	g__TF01-11___Peromyscus_polionotus___2467
Rattus_norvegicus	s__TF01-11_sp002361175___Rattus_norvegicus___215
Neotoma_albigula	g__TF01-11___Neotoma_albigula___2458
Neotoma_albigula	g__TF01-11___Neotoma_albigula___2460
Peromyscus_polionotus	g__TF01-11___Peromyscus_polionotus___2468
Rattus_norvegicus	g__TF01-11___Rattus_norvegicus___2478
Peromyscus_sonoriensis	g__TF01-11___Peromyscus_sonoriensis___2469
Rattus_norvegicus	g__TF01-11___Rattus_norvegicus___2472
Rattus_norvegicus	g__TF01-11___Rattus_norvegicus___2481
Rattus_norvegicus	g__TF01-11___Rattus_norvegicus___2473
Rattus_norvegicus	s__TF01-11_sp003611745___Rattus_norvegicus___211
Mus_musculus_domesticus	s__TF01-11_sp003611745___Mus_musculus_domesticus___207
Mus_musculus_domesticus	g__TF01-11___Mus_musculus_domesticus___2421
Mus_musculus_domesticus	g__TF01-11___Mus_musculus_domesticus___2424
Microtus_ochrogaster	g__TF01-11___Microtus_ochrogaster___2418
Microtus_ochrogaster	g__TF01-11___Microtus_ochrogaster___2416
Rattus_norvegicus	g__TF01-11___Rattus_norvegicus___2471
Rattus_norvegicus	g__TF01-11___Rattus_norvegicus___2475
Rattus_norvegicus	g__TF01-11___Rattus_norvegicus___2474
Mus_musculus_domesticus	g__TF01-11___Mus_musculus_domesticus___2435
Mus_musculus_domesticus	g__TF01-11___Mus_musculus_domesticus___2438
Mus_musculus_domesticus	g__TF01-11___Mus_musculus_domesticus___2440
Mus_musculus_domesticus	g__TF01-11___Mus_musculus_domesticus___2443
Neotoma_albigula	g__TF01-11___Neotoma_albigula___2459
Mus_musculus_domesticus	g__TF01-11___Mus_musculus_domesticus___2423
Mus_musculus_domesticus	g__TF01-11___Mus_musculus_domesticus___2434
Rattus_norvegicus	g__TF01-11___Rattus_norvegicus___2484
Rattus_norvegicus	g__TF01-11___Rattus_norvegicus___2486
Mus_musculus_domesticus	g__TF01-11___Mus_musculus_domesticus___2437
Rattus_norvegicus	g__TF01-11___Rattus_norvegicus___2487
Neotoma_albigula	g__TF01-11___Neotoma_albigula___2454
Neotoma_albigula	g__TF01-11___Neotoma_albigula___2456
Rattus_norvegicus	g__TF01-11___Rattus_norvegicus___2482
Rattus_norvegicus	g__TF01-11___Rattus_norvegicus___2485
Microtus_arvalis	g__TF01-11___Microtus_arvalis___2415
Apodemus_flavicollis	g__TF01-11___Apodemus_flavicollis___2414
Neotoma_albigula	g__TF01-11___Neotoma_albigula___2457
Microtus_ochrogaster	g__TF01-11___Microtus_ochrogaster___2417
Microtus_ochrogaster	g__TF01-11___Microtus_ochrogaster___2419
Microtus_ochrogaster	g__TF01-11___Microtus_ochrogaster___2420
Neotoma_stephensi	f__Lachnospiraceae___Neotoma_stephensi___6363
Peromyscus_eremicus	f__Lachnospiraceae___Peromyscus_eremicus___6365
Peromyscus_maniculatus	f__Lachnospiraceae___Peromyscus_maniculatus___6370
Mus_musculus_domesticus	f__Lachnospiraceae___Mus_musculus_domesticus___6265
Apodemus_agrarius	f__Lachnospiraceae___Apodemus_agrarius___6239
Mus_musculus_domesticus	f__Lachnospiraceae___Mus_musculus_domesticus___6269
Mus_musculus_domesticus	f__Lachnospiraceae___Mus_musculus_domesticus___6279
Mus_musculus_domesticus	f__Lachnospiraceae___Mus_musculus_domesticus___6283
Rattus_norvegicus	f__Lachnospiraceae___Rattus_norvegicus___6379
Rattus_norvegicus	f__Lachnospiraceae___Rattus_norvegicus___6385
Mus_musculus_domesticus	f__Lachnospiraceae___Mus_musculus_domesticus___6276
Mus_musculus_domesticus	f__Lachnospiraceae___Mus_musculus_domesticus___6258
Mus_musculus_domesticus	f__Lachnospiraceae___Mus_musculus_domesticus___6263
Mus_musculus_domesticus	f__Lachnospiraceae___Mus_musculus_domesticus___6288
Mus_musculus_domesticus	f__Lachnospiraceae___Mus_musculus_domesticus___6272
Apodemus_agrarius	f__Lachnospiraceae___Apodemus_agrarius___6237
Rattus_norvegicus	f__Lachnospiraceae___Rattus_norvegicus___6378
Mus_musculus_domesticus	f__Lachnospiraceae___Mus_musculus_domesticus___6296
Microtus_oeconomus	f__Lachnospiraceae___Microtus_oeconomus___6255
Mus_musculus_domesticus	f__Lachnospiraceae___Mus_musculus_domesticus___6300
Mus_musculus_domesticus	f__Lachnospiraceae___Mus_musculus_domesticus___6324
Mus_musculus_domesticus	f__Lachnospiraceae___Mus_musculus_domesticus___6311
Mus_musculus_domesticus	f__Lachnospiraceae___Mus_musculus_domesticus___6306
Peromyscus_eremicus	f__Lachnospiraceae___Peromyscus_eremicus___6366
Mus_musculus_domesticus	f__Lachnospiraceae___Mus_musculus_domesticus___6287
Mus_musculus_domesticus	f__Lachnospiraceae___Mus_musculus_domesticus___6312
Hydrochoerus_hydrochaeris	g__RUG11977___Hydrochoerus_hydrochaeris___2681
Hydrochoerus_hydrochaeris	g__RUG11977___Hydrochoerus_hydrochaeris___2682
Hydrochoerus_hydrochaeris	f__Lachnospiraceae___Hydrochoerus_hydrochaeris___6242
Peromyscus_eremicus	f__Lachnospiraceae___Peromyscus_eremicus___6367
Rattus_norvegicus	f__Lachnospiraceae___Rattus_norvegicus___6380
Rattus_norvegicus	f__Lachnospiraceae___Rattus_norvegicus___6382
Peromyscus_eremicus	g__CAG-411___Peromyscus_eremicus___4933
Peromyscus_polionotus	g__CAG-411___Peromyscus_polionotus___4934
Microtus_oeconomus	f__Lachnospiraceae___Microtus_oeconomus___6254
Neotoma_albigula	f__Lachnospiraceae___Neotoma_albigula___6362
Peromyscus_californicus	g__Schaedlerella___Peromyscus_californicus___2510
Peromyscus_sonoriensis	g__Schaedlerella___Peromyscus_sonoriensis___2514
Peromyscus_polionotus	g__Schaedlerella___Peromyscus_polionotus___2513
Peromyscus_maniculatus	g__Schaedlerella___Peromyscus_maniculatus___2512
Neotoma_lepida	g__Schaedlerella___Neotoma_lepida___2509
Rattus_norvegicus	g__Schaedlerella___Rattus_norvegicus___2517
Mus_musculus_domesticus	g__Schaedlerella___Mus_musculus_domesticus___2498
Mus_musculus_domesticus	s__Schaedlerella_sp009911175___Mus_musculus_domesticus___231
Mus_musculus_domesticus	s__Schaedlerella_sp009911175___Mus_musculus_domesticus___226
Mus_musculus_domesticus	s__Schaedlerella_sp009911175___Mus_musculus_domesticus___228
Mus_musculus_domesticus	s__Schaedlerella_sp009911175___Mus_musculus_domesticus___229
Mus_musculus_domesticus	s__Schaedlerella_sp009911175___Mus_musculus_domesticus___230
Mus_musculus_domesticus	s__Schaedlerella_sp009911175___Mus_musculus_domesticus___227
Mus_musculus_domesticus	s__Schaedlerella_sp009911175___Mus_musculus_domesticus___225
Mus_musculus_domesticus	s__Schaedlerella_arabinosiphila___Mus_musculus_domesticus___234
Peromyscus_maniculatus	g__Schaedlerella___Peromyscus_maniculatus___2511
Rattus_norvegicus	g__Schaedlerella___Rattus_norvegicus___2518
Rattus_norvegicus	g__Schaedlerella___Rattus_norvegicus___2521
Rattus_norvegicus	g__Schaedlerella___Rattus_norvegicus___2522
Rattus_norvegicus	g__Schaedlerella___Rattus_norvegicus___2515
Rattus_norvegicus	g__Schaedlerella___Rattus_norvegicus___2516
Mus_musculus_domesticus	g__Schaedlerella___Mus_musculus_domesticus___2500
Mus_musculus_domesticus	g__Schaedlerella___Mus_musculus_domesticus___2501
Mus_musculus_domesticus	g__Schaedlerella___Mus_musculus_domesticus___2499
Rattus_norvegicus	g__Schaedlerella___Rattus_norvegicus___2519
Rattus_norvegicus	g__Schaedlerella___Rattus_norvegicus___2520
Rattus_norvegicus	g__Schaedlerella___Rattus_norvegicus___2523
Mus_musculus_domesticus	g__Schaedlerella___Mus_musculus_domesticus___2497
Mus_musculus_domesticus	s__Muricomes_intestini___Mus_musculus_domesticus___364
Peromyscus_californicus	g__Dorea___Peromyscus_californicus___3974
Peromyscus_polionotus	g__Dorea___Peromyscus_polionotus___3979
Mus_musculus_domesticus	g__UBA7109___Mus_musculus_domesticus___1619
Mus_musculus_domesticus	g__UBA7109___Mus_musculus_domesticus___1621
Mus_musculus_domesticus	g__UBA7109___Mus_musculus_domesticus___1622
Mus_musculus_domesticus	g__UBA7109___Mus_musculus_domesticus___1626
Mus_musculus_domesticus	g__UBA7109___Mus_musculus_domesticus___1620
Mus_musculus_domesticus	g__UBA7109___Mus_musculus_domesticus___1629
Mus_musculus_domesticus	g__UBA7109___Mus_musculus_domesticus___1623
Mus_musculus_domesticus	g__UBA7109___Mus_musculus_domesticus___1624
Mus_musculus_domesticus	g__UBA7109___Mus_musculus_domesticus___1627
Mus_musculus_domesticus	g__UBA7109___Mus_musculus_domesticus___1630
Mus_musculus_domesticus	g__UBA7109___Mus_musculus_domesticus___1625
Mus_musculus_domesticus	g__UBA7109___Mus_musculus_domesticus___1628
Peromyscus_eremicus	g__Dorea___Peromyscus_eremicus___3976
Mus_musculus_domesticus	g__ASTD01___Mus_musculus_domesticus___5261
Mus_musculus_domesticus	g__ASTD01___Mus_musculus_domesticus___5281
Rattus_norvegicus	g__Dorea___Rattus_norvegicus___3983
Mus_musculus_domesticus	g__ASTD01___Mus_musculus_domesticus___5278
Mus_musculus_domesticus	g__ASTD01___Mus_musculus_domesticus___5276
Mus_musculus_domesticus	s__ASTD01_sp009830285___Mus_musculus_domesticus___799
Mus_musculus_domesticus	g__ASTD01___Mus_musculus_domesticus___5269
Mus_musculus_domesticus	g__ASTD01___Mus_musculus_domesticus___5270
Mus_musculus_domesticus	g__ASTD01___Mus_musculus_domesticus___5289
Mus_musculus_domesticus	g__ASTD01___Mus_musculus_domesticus___5271
Mus_musculus_domesticus	g__ASTD01___Mus_musculus_domesticus___5277
Mus_musculus_domesticus	g__ASTD01___Mus_musculus_domesticus___5272
Mus_musculus_domesticus	g__ASTD01___Mus_musculus_domesticus___5288
Mus_musculus_domesticus	g__ASTD01___Mus_musculus_domesticus___5264
Mus_musculus_domesticus	g__ASTD01___Mus_musculus_domesticus___5283
Mus_musculus_domesticus	g__ASTD01___Mus_musculus_domesticus___5267
Mus_musculus_domesticus	g__ASTD01___Mus_musculus_domesticus___5249
Rattus_norvegicus	g__Dorea___Rattus_norvegicus___3989
Mus_musculus_domesticus	g__ASTD01___Mus_musculus_domesticus___5250
Mus_musculus_domesticus	g__ASTD01___Mus_musculus_domesticus___5265
Mus_musculus_domesticus	g__ASTD01___Mus_musculus_domesticus___5287
Mus_musculus_domesticus	g__ASTD01___Mus_musculus_domesticus___5257
Mus_musculus_domesticus	g__ASTD01___Mus_musculus_domesticus___5255
Mus_musculus_domesticus	g__ASTD01___Mus_musculus_domesticus___5252
Mus_musculus_domesticus	g__ASTD01___Mus_musculus_domesticus___5256
Mus_musculus_domesticus	g__ASTD01___Mus_musculus_domesticus___5274
Mus_musculus_domesticus	g__ASTD01___Mus_musculus_domesticus___5254
Mus_musculus_domesticus	g__ASTD01___Mus_musculus_domesticus___5258
Mus_musculus_domesticus	g__ASTD01___Mus_musculus_domesticus___5268
Mus_musculus_domesticus	g__ASTD01___Mus_musculus_domesticus___5266
Mus_musculus_domesticus	g__ASTD01___Mus_musculus_domesticus___5290
Mus_musculus_domesticus	g__ASTD01___Mus_musculus_domesticus___5253
Mus_musculus_domesticus	g__ASTD01___Mus_musculus_domesticus___5251
Mus_musculus_domesticus	g__ASTD01___Mus_musculus_domesticus___5260
Rattus_norvegicus	g__ASTD01___Rattus_norvegicus___5297
Mus_musculus_domesticus	g__ASTD01___Mus_musculus_domesticus___5280
Mus_musculus_domesticus	s__ASTD01_sp009774295___Mus_musculus_domesticus___801
Mus_musculus_domesticus	g__ASTD01___Mus_musculus_domesticus___5259
Rattus_norvegicus	g__Dorea___Rattus_norvegicus___3984
Rattus_norvegicus	g__Dorea___Rattus_norvegicus___3986
Rattus_norvegicus	g__Dorea___Rattus_norvegicus___3985
Rattus_norvegicus	g__Dorea___Rattus_norvegicus___3987
Mus_musculus_domesticus	s__ASTD01_sp000403455___Mus_musculus_domesticus___803
Mus_musculus_domesticus	s__ASTD01_sp000403455___Mus_musculus_domesticus___804
Mus_musculus_domesticus	g__ASTD01___Mus_musculus_domesticus___5262
Mus_musculus_domesticus	g__ASTD01___Mus_musculus_domesticus___5275
Mus_musculus_domesticus	g__ASTD01___Mus_musculus_domesticus___5286
Mus_musculus_domesticus	g__ASTD01___Mus_musculus_domesticus___5263
Mus_musculus_domesticus	g__ASTD01___Mus_musculus_domesticus___5273
Mus_musculus_domesticus	g__ASTD01___Mus_musculus_domesticus___5282
Mus_musculus_domesticus	g__ASTD01___Mus_musculus_domesticus___5279
Mus_musculus_domesticus	g__ASTD01___Mus_musculus_domesticus___5285
Mus_musculus_domesticus	g__ASTD01___Mus_musculus_domesticus___5284
Peromyscus_eremicus	g__Dorea___Peromyscus_eremicus___3975
Peromyscus_polionotus	g__Dorea___Peromyscus_polionotus___3978
Peromyscus_sonoriensis	g__Dorea___Peromyscus_sonoriensis___3981
Mus_musculus_domesticus	s__MD308_sp010206225___Mus_musculus_domesticus___381
Mus_musculus_domesticus	s__MD308_sp010206225___Mus_musculus_domesticus___382
Mus_musculus_domesticus	s__MD308_sp010206225___Mus_musculus_domesticus___383
Mus_musculus_domesticus	s__MD308_sp010206225___Mus_musculus_domesticus___384
Mus_musculus_domesticus	s__MD308_sp010206225___Mus_musculus_domesticus___386
Mus_musculus_domesticus	s__MD308_sp010206225___Mus_musculus_domesticus___387
Mus_musculus_domesticus	s__MD308_sp010206225___Mus_musculus_domesticus___385
Mus_musculus_domesticus	g__MD308___Mus_musculus_domesticus___3180
Mus_musculus_domesticus	g__MD308___Mus_musculus_domesticus___3181
Mus_musculus_domesticus	g__MD308___Mus_musculus_domesticus___3184
Mus_musculus_domesticus	g__MD308___Mus_musculus_domesticus___3183
Peromyscus_polionotus	g__Dorea___Peromyscus_polionotus___3977
Mus_musculus_domesticus	g__MD308___Mus_musculus_domesticus___3176
Mus_musculus_domesticus	g__MD308___Mus_musculus_domesticus___3178
Mus_musculus_domesticus	g__MD308___Mus_musculus_domesticus___3182
Mus_musculus_domesticus	g__MD308___Mus_musculus_domesticus___3177
Mus_musculus_domesticus	g__MD308___Mus_musculus_domesticus___3179
Mus_musculus_domesticus	s__CAG-317_sp011960265___Mus_musculus_domesticus___755
Mus_musculus_domesticus	g__CAG-317___Mus_musculus_domesticus___4952
Rattus_norvegicus	g__Dorea___Rattus_norvegicus___3982
Rattus_norvegicus	g__Dorea___Rattus_norvegicus___3988
Rattus_norvegicus	g__Dorea___Rattus_norvegicus___3990
Peromyscus_californicus	g__Dorea___Peromyscus_californicus___3973
Mus_musculus_domesticus	g__Lachnoclostridium_B___Mus_musculus_domesticus___3390
Mus_musculus_domesticus	g__Lachnoclostridium_B___Mus_musculus_domesticus___3393
Mus_musculus_domesticus	g__Lachnoclostridium_B___Mus_musculus_domesticus___3392
Mus_musculus_domesticus	g__Lachnoclostridium_B___Mus_musculus_domesticus___3389
Mus_musculus_domesticus	g__Lachnoclostridium_B___Mus_musculus_domesticus___3391
Mus_musculus_domesticus	g__Lachnoclostridium_B___Mus_musculus_domesticus___3394
Mus_musculus_domesticus	g__Lachnoclostridium_B___Mus_musculus_domesticus___3395
Peromyscus_sonoriensis	g__Dorea___Peromyscus_sonoriensis___3980
Mus_musculus_domesticus	g__Lachnoclostridium_B___Mus_musculus_domesticus___3387
Mus_musculus_domesticus	g__Lachnoclostridium_B___Mus_musculus_domesticus___3388
Mus_musculus_domesticus	g__Lachnoclostridium_B___Mus_musculus_domesticus___3396
Mus_musculus_domesticus	g__Lachnoclostridium_B___Mus_musculus_domesticus___3397
Mus_musculus_domesticus	g__An181___Mus_musculus_domesticus___5377
Mus_musculus_domesticus	g__An181___Mus_musculus_domesticus___5378
Mus_musculus_domesticus	g__An181___Mus_musculus_domesticus___5379
Rattus_norvegicus	g__Faecalimonas___Rattus_norvegicus___3525
Microtus_arvalis	g__RUG11237___Microtus_arvalis___2695
Peromyscus_leucopus	g__UBA7182___Peromyscus_leucopus___1463
Peromyscus_polionotus	g__UBA7182___Peromyscus_polionotus___1464
Mus_musculus_domesticus	g__UBA7182___Mus_musculus_domesticus___1440
Mus_musculus_domesticus	s__UBA7182_sp009774135___Mus_musculus_domesticus___82
Mus_musculus_domesticus	s__UBA7182_sp009774135___Mus_musculus_domesticus___83
Mus_musculus_domesticus	s__UBA7182_sp009774135___Mus_musculus_domesticus___84
Mus_musculus_domesticus	g__UBA7182___Mus_musculus_domesticus___1441
Mus_musculus_domesticus	g__UBA7182___Mus_musculus_domesticus___1450
Mus_musculus_domesticus	g__UBA7182___Mus_musculus_domesticus___1452
Mus_musculus_domesticus	g__UBA7182___Mus_musculus_domesticus___1431
Mus_musculus_domesticus	g__UBA7182___Mus_musculus_domesticus___1444
Mus_musculus_domesticus	g__UBA7182___Mus_musculus_domesticus___1453
Mus_musculus_domesticus	g__UBA7182___Mus_musculus_domesticus___1437
Mus_musculus_domesticus	g__UBA7182___Mus_musculus_domesticus___1455
Mus_musculus_domesticus	g__UBA7182___Mus_musculus_domesticus___1442
Mus_musculus_domesticus	g__UBA7182___Mus_musculus_domesticus___1432
Mus_musculus_domesticus	g__UBA7182___Mus_musculus_domesticus___1445
Mus_musculus_domesticus	g__UBA7182___Mus_musculus_domesticus___1451
Mus_musculus_domesticus	s__UBA7182_sp009774145___Mus_musculus_domesticus___69
Mus_musculus_domesticus	s__UBA7182_sp009774145___Mus_musculus_domesticus___80
Mus_musculus_domesticus	s__UBA7182_sp009774145___Mus_musculus_domesticus___81
Mus_musculus_domesticus	s__UBA7182_sp009774145___Mus_musculus_domesticus___78
Mus_musculus_domesticus	s__UBA7182_sp009774145___Mus_musculus_domesticus___71
Mus_musculus_domesticus	s__UBA7182_sp009774145___Mus_musculus_domesticus___75
Mus_musculus_domesticus	s__UBA7182_sp009774145___Mus_musculus_domesticus___70
Mus_musculus_domesticus	s__UBA7182_sp009774145___Mus_musculus_domesticus___79
Mus_musculus_domesticus	s__UBA7182_sp009774145___Mus_musculus_domesticus___76
Mus_musculus_domesticus	s__UBA7182_sp009774145___Mus_musculus_domesticus___77
Mus_musculus_domesticus	s__UBA7182_sp009774145___Mus_musculus_domesticus___72
Mus_musculus_domesticus	s__UBA7182_sp009774145___Mus_musculus_domesticus___73
Mus_musculus_domesticus	s__UBA7182_sp009774145___Mus_musculus_domesticus___74
Apodemus_agrarius	s__UBA7182_sp009774145___Apodemus_agrarius___68
Mus_musculus_domesticus	g__UBA7182___Mus_musculus_domesticus___1438
Peromyscus_californicus	g__UBA7182___Peromyscus_californicus___1462
Mus_musculus_domesticus	g__UBA7182___Mus_musculus_domesticus___1443
Mus_musculus_domesticus	g__UBA7182___Mus_musculus_domesticus___1447
Mus_musculus_domesticus	g__UBA7182___Mus_musculus_domesticus___1448
Mus_musculus_domesticus	g__UBA7182___Mus_musculus_domesticus___1433
Mus_musculus_domesticus	g__UBA7182___Mus_musculus_domesticus___1435
Mus_musculus_domesticus	g__UBA7182___Mus_musculus_domesticus___1454
Mus_musculus_domesticus	g__UBA7182___Mus_musculus_domesticus___1434
Mus_musculus_domesticus	g__UBA7182___Mus_musculus_domesticus___1436
Mus_musculus_domesticus	g__UBA7182___Mus_musculus_domesticus___1439
Rattus_norvegicus	g__UBA7182___Rattus_norvegicus___1465
Rattus_norvegicus	g__UBA7182___Rattus_norvegicus___1466
Mus_musculus_domesticus	g__UBA7182___Mus_musculus_domesticus___1446
Mus_musculus_domesticus	g__UBA7182___Mus_musculus_domesticus___1449
Peromyscus_polionotus	f__Lachnospiraceae___Peromyscus_polionotus___6375
Rattus_norvegicus	g__Anaerosacchariphilus___Rattus_norvegicus___5376
Mus_musculus_domesticus	g__Anaerosacchariphilus___Mus_musculus_domesticus___5368
Mus_musculus_domesticus	g__Anaerosacchariphilus___Mus_musculus_domesticus___5367
Mus_musculus_domesticus	s__Anaerosacchariphilus_sp011959465___Mus_musculus_domesticus___819
Mus_musculus_domesticus	s__Anaerosacchariphilus_sp011959465___Mus_musculus_domesticus___820
Rattus_norvegicus	f__Lachnospiraceae___Rattus_norvegicus___6387
Rattus_norvegicus	f__Lachnospiraceae___Rattus_norvegicus___6390
Mus_musculus_domesticus	s__Anaerosacchariphilus_sp009917555___Mus_musculus_domesticus___822
Rattus_norvegicus	f__Lachnospiraceae___Rattus_norvegicus___6389
Mus_musculus_domesticus	g__Anaerosacchariphilus___Mus_musculus_domesticus___5369
Mus_musculus_domesticus	g__Anaerosacchariphilus___Mus_musculus_domesticus___5370
Mus_musculus_domesticus	s__Blautia_A_caecimuris___Mus_musculus_domesticus___779
Rattus_norvegicus	g__Blautia_A___Rattus_norvegicus___5204
Rattus_norvegicus	g__Blautia_A___Rattus_norvegicus___5209
Rattus_norvegicus	g__Blautia_A___Rattus_norvegicus___5210
Rattus_norvegicus	g__Blautia_A___Rattus_norvegicus___5211
Rattus_norvegicus	g__Blautia_A___Rattus_norvegicus___5205
Rattus_norvegicus	g__Blautia_A___Rattus_norvegicus___5207
Rattus_norvegicus	g__Blautia_A___Rattus_norvegicus___5206
Rattus_norvegicus	g__Blautia_A___Rattus_norvegicus___5208
Rattus_norvegicus	s__Blautia_A_sp900066165___Rattus_norvegicus___778
Mus_musculus_domesticus	f__Lachnospiraceae___Mus_musculus_domesticus___6262
Mus_musculus_domesticus	f__Lachnospiraceae___Mus_musculus_domesticus___6309
Mus_musculus_domesticus	f__Lachnospiraceae___Mus_musculus_domesticus___6267
Mus_musculus_domesticus	f__Lachnospiraceae___Mus_musculus_domesticus___6302
Mus_musculus_domesticus	f__Lachnospiraceae___Mus_musculus_domesticus___6325
Mus_musculus_domesticus	f__Lachnospiraceae___Mus_musculus_domesticus___6268
Mus_musculus_domesticus	f__Lachnospiraceae___Mus_musculus_domesticus___6301
Mus_musculus_domesticus	f__Lachnospiraceae___Mus_musculus_domesticus___6290
Mus_musculus_domesticus	f__Lachnospiraceae___Mus_musculus_domesticus___6317
Mus_musculus_domesticus	g__UBA11957___Mus_musculus_domesticus___2154
Mus_musculus_domesticus	f__Lachnospiraceae___Mus_musculus_domesticus___6315
Mus_musculus_domesticus	f__Lachnospiraceae___Mus_musculus_domesticus___6307
Mus_musculus_domesticus	f__Lachnospiraceae___Mus_musculus_domesticus___6310
Mus_musculus_domesticus	f__Lachnospiraceae___Mus_musculus_domesticus___6314
Mus_musculus_domesticus	f__Lachnospiraceae___Mus_musculus_domesticus___6297
Rattus_norvegicus	s__Blautia_sp900547685___Rattus_norvegicus___780
Rattus_norvegicus	g__Blautia___Rattus_norvegicus___5212
Rattus_norvegicus	g__UBA11957___Rattus_norvegicus___2161
Mus_musculus_domesticus	g__UBA11957___Mus_musculus_domesticus___2156
Mus_musculus_domesticus	g__UBA11957___Mus_musculus_domesticus___2159
Mus_musculus_domesticus	g__UBA11957___Mus_musculus_domesticus___2157
Mus_musculus_domesticus	g__UBA11957___Mus_musculus_domesticus___2158
Rattus_norvegicus	g__UBA11957___Rattus_norvegicus___2162
Mus_musculus_domesticus	g__UBA11957___Mus_musculus_domesticus___2155
Rattus_norvegicus	g__UBA7160___Rattus_norvegicus___1617
Rattus_norvegicus	g__UBA7160___Rattus_norvegicus___1618
Rattus_norvegicus	g__CAG-56___Rattus_norvegicus___4518
Mus_musculus_domesticus	s__CAG-56_sp004793585___Mus_musculus_domesticus___691
Mus_musculus_domesticus	s__CAG-56_sp004793585___Mus_musculus_domesticus___699
Mus_musculus_domesticus	s__CAG-56_sp004793585___Mus_musculus_domesticus___692
Mus_musculus_domesticus	s__CAG-56_sp004793585___Mus_musculus_domesticus___695
Mus_musculus_domesticus	s__CAG-56_sp004793585___Mus_musculus_domesticus___697
Mus_musculus_domesticus	s__CAG-56_sp004793585___Mus_musculus_domesticus___700
Mus_musculus_domesticus	s__CAG-56_sp004793585___Mus_musculus_domesticus___694
Mus_musculus_domesticus	s__CAG-56_sp004793585___Mus_musculus_domesticus___701
Mus_musculus_domesticus	s__CAG-56_sp004793585___Mus_musculus_domesticus___696
Mus_musculus_domesticus	s__CAG-56_sp004793585___Mus_musculus_domesticus___693
Mus_musculus_domesticus	s__CAG-56_sp004793585___Mus_musculus_domesticus___698
Mus_musculus_domesticus	s__CAG-56_sp004793585___Mus_musculus_domesticus___702
Mus_musculus_domesticus	s__CAG-56_sp004793585___Mus_musculus_domesticus___703
Mus_musculus_domesticus	s__CAG-56_sp004793585___Mus_musculus_domesticus___704
Rattus_norvegicus	g__CAG-56___Rattus_norvegicus___4519
Rattus_norvegicus	s__CAG-56_sp002361955___Rattus_norvegicus___708
Peromyscus_californicus	g__UBA3282___Peromyscus_californicus___1920
Peromyscus_eremicus	g__UBA3282___Peromyscus_eremicus___1921
Peromyscus_sonoriensis	g__UBA3282___Peromyscus_sonoriensis___1931
Peromyscus_polionotus	g__UBA3282___Peromyscus_polionotus___1925
Rattus_norvegicus	g__UBA3282___Rattus_norvegicus___1932
Rattus_norvegicus	s__UBA3282_sp002492725___Rattus_norvegicus___165
Peromyscus_californicus	s__UBA3282_sp002490835___Peromyscus_californicus___168
Microtus_ochrogaster	g__UBA3282___Microtus_ochrogaster___1816
Microtus_arvalis	g__UBA3282___Microtus_arvalis___1808
Microtus_arvalis	g__UBA3282___Microtus_arvalis___1809
