Host	Symbiont
Mus_musculus_domesticus	g__UMGS268___Mus_musculus_domesticus___1032
Mus_musculus_domesticus	g__UMGS268___Mus_musculus_domesticus___1034
Mus_musculus_domesticus	g__UMGS268___Mus_musculus_domesticus___1033
Mus_musculus_domesticus	g__UMGS268___Mus_musculus_domesticus___1029
Mus_musculus_domesticus	g__UMGS268___Mus_musculus_domesticus___1030
Neotoma_albigula	g__UMGS268___Neotoma_albigula___1042
Neotoma_albigula	g__UMGS268___Neotoma_albigula___1043
Neotoma_albigula	g__UMGS268___Neotoma_albigula___1044
Microtus_arvalis	g__UMGS268___Microtus_arvalis___1018
Myodes_glareolus	g__UMGS268___Myodes_glareolus___1040
Myodes_glareolus	g__UMGS268___Myodes_glareolus___1041
Microtus_arvalis	g__UMGS268___Microtus_arvalis___1020
Microtus_agrestis	g__UMGS268___Microtus_agrestis___1013
Microtus_arvalis	g__UMGS268___Microtus_arvalis___1022
Microtus_arvalis	g__UMGS268___Microtus_arvalis___1023
Microtus_agrestis	g__UMGS268___Microtus_agrestis___1012
Microtus_agrestis	g__UMGS268___Microtus_agrestis___1014
Microtus_agrestis	g__UMGS268___Microtus_agrestis___1016
Microtus_ochrogaster	g__UMGS268___Microtus_ochrogaster___1024
Microtus_agrestis	g__UMGS268___Microtus_agrestis___1015
Microtus_agrestis	g__UMGS268___Microtus_agrestis___1011
Apodemus_flavicollis	g__UMGS268___Apodemus_flavicollis___1010
Apodemus_agrarius	g__UMGS268___Apodemus_agrarius___1007
Apodemus_agrarius	g__UMGS268___Apodemus_agrarius___1008
Microtus_oeconomus	g__UMGS268___Microtus_oeconomus___1026
Microtus_arvalis	g__UMGS268___Microtus_arvalis___1021
Mus_musculus_domesticus	g__UMGS268___Mus_musculus_domesticus___1031
Mus_musculus_domesticus	g__UMGS268___Mus_musculus_domesticus___1035
Peromyscus_eremicus	s__UMGS268_sp900540705___Peromyscus_eremicus___11
Peromyscus_californicus	s__UMGS268_sp900540705___Peromyscus_californicus___10
Peromyscus_polionotus	s__UMGS268_sp900540705___Peromyscus_polionotus___12
Mus_musculus_domesticus	s__UMGS268_sp900540705___Mus_musculus_domesticus___8
Rattus_norvegicus	s__UMGS268_sp900540705___Rattus_norvegicus___13
Apodemus_flavicollis	g__UMGS268___Apodemus_flavicollis___1009
Microtus_ochrogaster	f__Anaeroplasmataceae___Microtus_ochrogaster___6600
Neotoma_albigula	g__CAG-313___Neotoma_albigula___4955
Neotoma_albigula	g__CAG-313___Neotoma_albigula___4956
Rattus_norvegicus	g__CAG-313___Rattus_norvegicus___4957
Rattus_norvegicus	g__CAG-313___Rattus_norvegicus___4958
Rattus_norvegicus	g__CAG-313___Rattus_norvegicus___4959
Rattus_norvegicus	s__Turicibacter_sp002493395___Rattus_norvegicus___188
Rattus_norvegicus	s__Turicibacter_sp002493395___Rattus_norvegicus___189
Rattus_norvegicus	s__Turicibacter_sp002493395___Rattus_norvegicus___190
Rattus_norvegicus	s__Turicibacter_sp002493395___Rattus_norvegicus___191
Rattus_norvegicus	s__Turicibacter_sp002493395___Rattus_norvegicus___192
Apodemus_flavicollis	g__Turicibacter___Apodemus_flavicollis___2371
Peromyscus_eremicus	f__Selenomonadaceae___Peromyscus_eremicus___6030
Peromyscus_leucopus	f__Selenomonadaceae___Peromyscus_leucopus___6031
Peromyscus_maniculatus	f__Selenomonadaceae___Peromyscus_maniculatus___6032
Peromyscus_polionotus	f__Selenomonadaceae___Peromyscus_polionotus___6033
Peromyscus_polionotus	f__Selenomonadaceae___Peromyscus_polionotus___6034
Peromyscus_californicus	f__Selenomonadaceae___Peromyscus_californicus___6029
Peromyscus_sonoriensis	f__Selenomonadaceae___Peromyscus_sonoriensis___6035
Microtus_ochrogaster	g__RUG643___Microtus_ochrogaster___2661
Microtus_ochrogaster	g__RUG643___Microtus_ochrogaster___2663
Microtus_ochrogaster	g__RUG643___Microtus_ochrogaster___2664
Microtus_ochrogaster	g__RUG643___Microtus_ochrogaster___2662
Microtus_ochrogaster	g__RUG643___Microtus_ochrogaster___2665
Hydrochoerus_hydrochaeris	g__Anaerovibrio___Hydrochoerus_hydrochaeris___5342
Rattus_norvegicus	s__Phascolarctobacterium_A_sp900541915___Rattus_norvegicus___319
Rattus_norvegicus	s__Phascolarctobacterium_A_sp900541915___Rattus_norvegicus___320
Hydrochoerus_hydrochaeris	g__Succiniclasticum___Hydrochoerus_hydrochaeris___2488
Hydrochoerus_hydrochaeris	s__Acidaminococcus_fermentans_A___Hydrochoerus_hydrochaeris___875
Hydrochoerus_hydrochaeris	s__Veillonella_A_sp900545795___Hydrochoerus_hydrochaeris___6
Hydrochoerus_hydrochaeris	g__Veillonella_A___Hydrochoerus_hydrochaeris___982
Hydrochoerus_hydrochaeris	f__Veillonellaceae___Hydrochoerus_hydrochaeris___5956
Rattus_norvegicus	f__UBA5755___Rattus_norvegicus___5983
Rattus_norvegicus	f__UBA5755___Rattus_norvegicus___5984
Rattus_norvegicus	f__UBA5755___Rattus_norvegicus___5985
Mus_musculus_domesticus	f__UBA5755___Mus_musculus_domesticus___5975
